leg 0 x,leg 0 y,leg 0 z,leg 1 x,leg 1 y,leg 1 z,leg 2 x,leg 2 y,leg 2 z,leg 3 x,leg 3 y,leg 3 z
48.9349661651086,0,-112.432750866787,-48.9324777558084,0,-149.999993847494,31.0676892509787,0,-150.000548279135,-31.0673854176678,0,-112.43017553673
51.849492841981,0,-114.171115657082,-51.8399731493981,0,-149.999993540559,28.160288775993,0,-150.000880744167,-28.159918199865,0,-114.160174255807
54.6936798140646,0,-116.257522324584,-54.6874786128423,0,-149.999989429076,25.3128622803514,0,-150.001159009029,-25.3124399704758,0,-116.250159932477
57.4624286946047,0,-118.642890456937,-57.4599486200137,0,-149.99999042854,22.5404218082979,0,-150.001384318021,-22.5399416394549,0,-118.640130741679
60.1501977580153,0,-121.279388033611,-60.1424524398275,0,-149.999988460351,19.8579669974878,0,-150.001554494973,-19.8574932997992,0,-121.270108622456
62.7245888895565,0,-124.085896307264,-62.7199434267976,0,-149.99999089992,17.2804988329057,0,-150.001689449291,-17.2799872473897,0,-124.080074620137
65.1847125692922,0,-127.018978686839,-65.1774423640161,0,-149.999982101371,14.8231889474583,0,-150.002563070502,-14.8225092692221,0,-127.010034552878
67.5047445404488,0,-130.00632180204,-67.4999250530168,0,-149.999980507773,12.5009410390262,0,-150.003881818727,-12.5000132451707,0,-130.000025240377
69.6743733465136,0,-132.992577431207,-69.6724046037538,0,-149.99998012298,10.3286302037929,0,-150.004971949351,-10.3275203765171,0,-132.990013226599
71.6807684501625,0,-135.921086447102,-71.679929611696,0,-149.999975716227,8.32125220814277,0,-150.005870327222,-8.3200140565161,0,-135.919985133459
73.5077996820161,0,-138.730456738684,-73.5074144533522,0,-149.999976112634,6.49384381546895,0,-150.006596669504,-6.49253674339887,0,-138.729988006243
75.1400904450674,0,-141.360151794842,-75.1399256482138,0,-149.999972019999,4.86139855290688,0,-150.007171990319,-4.86002687941192,0,-141.359975009721
76.5625228466236,0,-143.750028739533,-76.5624054034199,0,-149.999966937686,3.43892202606405,0,-150.007628231459,-3.43752648137432,0,-143.749978005432
77.7599950414806,0,-145.840000710999,-77.7598972711459,0,-149.999963907254,2.24142346832976,0,-150.007968518779,-2.24001715221935,0,-145.839982997876
78.7175045130961,0,-147.569979799974,-78.7173985369185,0,-149.999956204937,1.28393206490361,0,-150.008214789587,-1.28251207243652,0,-147.569976004099
79.4199978088604,0,-148.87998613712,-79.4199053875502,0,-149.999951488639,0.581431035415264,0,-150.008384403194,-0.580003551636636,0,-148.879982227172
79.8525053698136,0,-149.709991925448,-79.8524362461452,0,-149.999944913664,0.148924714737944,0,-150.008482591259,-0.14750402484519,0,-149.709986988907
79.9999914946837,0,-150.000003288115,-79.9999236950449,0,-149.999951526371,0.001421651475837,0,-150.008515000151,-8.94069664525432E-06,0,-149.999999232926
