TimeStamp,joint_1_rad,joint_2_rad,joint_3_rad,joint_4_rad,joint_5_rad,joint_6_rad,joint_7_rad,joint_8_rad,joint_9_rad,joint_10_rad,joint_11_rad,joint_12_rad
1.2570278644561768,-0.046030661591059244,-0.08132083547753799,0.3897262681376349,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.004603066159105924,0.02148097540916098,0.19486313406881745,-0.3145428542055715,-0.0629085708411143,0.019946620022792336
0.06424736976623535,-0.04756501697742788,-0.07671776931843206,0.38512320197852895,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.004603066159105924,0.04296195081832196,0.19486313406881745,-0.320680275751046,-0.06444292622748293,0.019946620022792336
0.0795135498046875,-0.04756501697742788,-0.07671776931843206,0.38512320197852895,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.006137421545474565,0.05370243852290245,0.1963974894551861,-0.32221463113741466,-0.0629085708411143,0.019946620022792336
0.06432342529296875,-0.04756501697742788,-0.07671776931843206,0.38512320197852895,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.006137421545474565,0.059839860068377014,0.1963974894551861,-0.32221463113741466,-0.06444292622748293,0.019946620022792336
0.07953286170959473,-0.04756501697742788,-0.07671776931843206,0.38512320197852895,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.004603066159105924,0.0629085708411143,0.1963974894551861,-0.32221463113741466,-0.06444292622748293,0.019946620022792336
0.06406641006469727,-0.04756501697742788,-0.07825212470480071,0.38512320197852895,-0.17338215865965648,0.009206132318211848,0.06597728161385158,-0.004603066159105924,0.07211470315932614,0.1963974894551861,-0.30993978804646555,-0.023015330795529622,0.019946620022792336
0.06422734260559082,-0.04756501697742788,-0.07825212470480071,0.3866575573648976,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.02148097540916098,0.08132083547753799,0.1933287786824488,-0.2807870357054614,0.018412264636423696,0.016877909250055056
0.0798943042755127,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.004603066159105924,0.06597728161385158,-0.029152752341004187,0.09359567856848712,0.19179442329608018,-0.2148097540916098,0.0521680831365338,0.016877909250055056
0.0640406608581543,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.03682452927284739,0.10126745550033033,0.19026006790971153,-0.14729811709138957,0.10126745550033033,0.016877909250055056
0.07972598075866699,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.03682452927284739,0.10126745550033033,0.1887257125233429,-0.09973310011396169,0.17184780327328783,0.016877909250055056
0.06417083740234375,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.03682452927284739,0.10280181088669897,0.1887257125233429,-0.07978648009116934,0.21634410947797844,0.018412264636423696
0.06418776512145996,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.03682452927284739,0.10280181088669897,0.19026006790971153,-0.0629085708411143,0.22555024179619027,0.023015330795529622
0.07980465888977051,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.03682452927284739,0.10280181088669897,0.19486313406881745,-0.04296195081832196,0.2071379771597666,0.030687107727372827
0.06396269798278809,-0.04756501697742788,-0.07671776931843206,0.3897262681376349,-0.17338215865965648,0.007671776931843207,0.06597728161385158,-0.029152752341004187,0.10126745550033033,0.19486313406881745,-0.03835888465921603,0.22401588640982165,0.030687107727372827
0.06427931785583496,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.007671776931843207,0.06597728161385158,-0.02454968618189826,0.09819874472759305,0.19486313406881745,-0.03682452927284739,0.22094717563708435,0.030687107727372827
0.07945585250854492,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.023015330795529622,0.09513003395485577,0.19486313406881745,-0.03682452927284739,0.22094717563708435,0.030687107727372827
0.06452369689941406,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.007671776931843207,0.06597728161385158,-0.02454968618189826,0.09359567856848712,0.19486313406881745,-0.03682452927284739,0.222481531023453,0.030687107727372827
0.07950782775878906,-0.04756501697742788,-0.07671776931843206,0.38819191275126624,-0.17338215865965648,0.006137421545474565,0.06597728161385158,-0.02454968618189826,0.09359567856848712,0.19486313406881745,-0.03682452927284739,0.222481531023453,0.030687107727372827
